date,action,ext_scale,recovery_override_scale,rel_tilt,stress_thr,recovery_thr,fold
2022-04-29,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-05-06,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-05-13,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-05-20,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-05-27,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-06-03,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-06-10,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-06-17,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-06-24,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-07-01,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-07-08,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-07-15,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-07-22,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-07-29,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-08-05,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-08-12,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-08-19,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-08-26,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-09-02,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-09-09,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-09-16,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-09-23,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-09-30,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-10-07,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-10-14,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-10-21,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-10-28,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-11-04,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-11-11,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-11-18,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
